PartID,PartCode,SAPMaterial,PartName,Brand,Description,Department,PartType,Query,StrongModel,Searchable
517,SPM-MCY-131,700005846,Reflex Sensor,Wenglor,HB03PBT7,Coating,Mechanical,Wenglor HB03PBT7 Reflex Sensor,True,True
518,SPM-COM-066,700005847,Retro-Reflex Sensor,Wenglor,P1KL002,Common Part,Electric,Wenglor P1KL002 Retro-Reflex Sensor,True,True
519,SPM-COM-067,700005848,Through-Beam-Sensor,Wenglor,P1 KS001,Common Part,Electric,Wenglor P1 KS001 Through-Beam-Sensor,True,True
520,SPM-MCY-132,700005849,Inductive Sensor,Wenglor,I12G001,Coating,Mechanical,Wenglor I12G001 Inductive Sensor,True,True
521,SPM-LSR-001,700005960,Power Supply,Gentech,JSC20-A12S05 5V/4A,Coating,Electric,Gentech JSC20-A12S05 5V/4A Power Supply,True,True
522,SPM-LSR-002,700005961,Power Supply,Gentech,LD60W-DL-G,Coating,Electric,Gentech LD60W-DL-G Power Supply,True,True
523,SPM-LSR-003,700005962,Power Supply,Gentech,LRS-350-24,Coating,Electric,Gentech LRS-350-24 Power Supply,True,True
524,SPM-MC6-061,700005197,MFCPick&Placegripper-Nylon,SMC,SSK-092-01&02,Coating,Mechanical,SMC SSK-092-01&02 MFCPick&Placegripper-Nylon,True,True
525,SPM-MC6-022,700005161,Power Module 240,Siemens,6SL3224-0BE22-2AA0,Coating,Electric,Siemens 6SL3224-0BE22-2AA0 Power Module 240,True,True
526,SPM-MC6-059,700005195,Sliding film open series,,JUMO-11-30,Coating,Mechanical,JUMO-11-30 Sliding film open series,True,True
527,SPM-MC4-078,700005087,Electronic Level Probe,ifm,LMT100,Coating,Electric,ifm LMT100 Electronic Level Probe,True,True
528,SPM-MC6-019,700005158,SINAMIC Control Unit,Siemens,CU250S-2 USS,Coating,Electric,Siemens CU250S-2 USS SINAMIC Control Unit,True,True
529,SPM-MC6-034,700005173,Oil Seal,Thaiphattanasin,90 x 110 x 12,Coating,Mechanical,Thaiphattanasin 90 x 110 x 12 Oil Seal,True,True
530,SPM-COB-062,700004865,Photoelectric switch,Maxtech,QMRHD/0P-0F,Coating,Electric,Maxtech QMRHD/0P-0F Photoelectric switch,True,True
531,SPM-HEM-058,700004999,Speed Counter,Fotek,SM20 Tachometer,Slurry,Electric,Fotek SM20 Tachometer Speed Counter,True,True
532,SPM-HEM-011,700004957,Oil Seal,P.General,85 x 115 x 15,Slurry,Mechanical,P.General 85 x 115 x 15 Oil Seal,True,True
533,SPM-HEM-012,700004958,Oil Seal,P.General,90 x 110 x 8,Slurry,Mechanical,P.General 90 x 110 x 8 Oil Seal,True,True
534,SPM-HEM-051,700004992,Pressure Gauge,P.General,KC-F12,Slurry,Mechanical,P.General KC-F12 Pressure Gauge,True,True
535,SPM-WAS-010,700005495,Pressure Switch,Danfoss,KPI35,Utility,Electric,Danfoss KPI35 Pressure Switch,True,True
536,SPM-PRE-010,700005372,Panel Meter (Amp),Mitsubishi,SD-80A,Coating,Electric,Mitsubishi SD-80A Panel Meter (Amp),True,True
537,SPM-PRE-014,700005375,Card Communication Unit,Mitsubishi,E53-CN03N2,Coating,Electric,Mitsubishi E53-CN03N2 Card Communication Unit,True,True
538,SPM-PRE-017,700005377,Fuse,Bussmann,100A 690V,Coating,Electric,Bussmann 100A 690V Fuse,True,True
539,SPM-PRE-006,700005368,Magnetic Contactor,Mitsubishi,S-N20 AC 100 V,Coating,Electric,Mitsubishi S-N20 AC 100 V Magnetic Contactor,True,True
540,SPM-MC6-070,700005205,Motor Protective Circuit-breaker,Eaton,PKZM0-10,Coating,Mechanical,Eaton PKZM0-10 Motor Protective Circuit-breaker,True,True
541,SPM-WAS-008,700005493,Gate Valve,A-Sung,U170215,Utility,Mechanical,A-Sung U170215 Gate Valve,True,True
542,SPM-WAS-004,700005489,Filter,Goshu,BDM-05-20P,Utility,Mechanical,Goshu BDM-05-20P Filter,True,True
543,SPM-WAS-005,700005490,Filter,Goshu,BDM-01-20P,Utility,Mechanical,Goshu BDM-01-20P Filter,True,True
544,SPM-WAS-021,700005511,Float Switch,ShinMaywa,MS11,Utility,Electric,ShinMaywa MS11 Float Switch,True,True
545,SPM-WAS-020,700005505,"Motor Valve 3Way 1""",Burkert,"3Way 1""",Utility,Mechanical,"Burkert 3Way 1"" Motor Valve 3Way 1""",True,True
546,SPM-WAS-023,700005572,RC snubber circuit,ION Pure,W2 T2 91517,Utility,Electric,ION Pure W2 T2 91517 RC snubber circuit,True,True
547,SPM-WAS-024,700005573,Control Panel for rectifiers-controllers G2,ION Pure,W2T388689,Utility,Electric,ION Pure W2T388689 Control Panel for rectifiers-controllers G2,True,True
548,SPM-WAS-032,700009383,Filter Cloth S4414 (White),GOSHU,Size 800x800 mm. Open Type,Utility,Other,GOSHU Size 800x800 mm. Open Type Filter Cloth S4414 (White),True,True
549,SPM-MCY-170,700012960,Pick Electromagnetic,,Dia 42.0,Coating,Electric,Dia 42.0 Pick Electromagnetic,True,True
550,SPM-MCY-171,700012961,Pick Electromagnetic,,Dia 54.0,Coating,Electric,Dia 54.0 Pick Electromagnetic,True,True
551,SPM-MCY-172,700012962,Pick Electromagnetic,,Dia 63.5,Coating,Electric,Dia 63.5 Pick Electromagnetic,True,True
552,SPM-MC4-061,700005072,Harting Plug Female,Harting,Station 3+15,Coating,Electric,Harting Station 3+15 Harting Plug Female,True,True
553,SPM-MC4-062,700005073,Harting Plug Male,Harting,Station 3+15,Coating,Electric,Harting Station 3+15 Harting Plug Male,True,True
554,SPM-MC4-162,700009956,Iglidur G Flange Bearing,Igus,GFM-2023-16,Coating,Mechanical,Igus GFM-2023-16 Iglidur G Flange Bearing,True,True
555,SPM-MC6-171,700007327,Safety Sensor,Leuze,SD4T20-300,Coating,Electric,Leuze SD4T20-300 Safety Sensor,True,True
556,SPM-MC6-039,700005177,Safety Sensor,Leuze,SD4T20-300,Coating,Electric,Leuze SD4T20-300 Safety Sensor,True,True
557,SPM-MCY-101,700005524,Inductive Sensor,Wenglor,I12H020,Coating,Electric,Wenglor I12H020 Inductive Sensor,True,True
558,SPM-COM-060,700005525,Connector Line,Wenglor,M12x1.5-PIN-5M,Common Part,Electric,Wenglor M12x1.5-PIN-5M Connector Line,True,True
559,SPM-COM-061,700005526,Connector Line,Wenglor,,Common Part,Electric,Wenglor Connector Line,False,True
560,SPM-PRE-052,700005410,Battery Module,Innovation Test,6EP1935-6MF01,Coating,Electric,Innovation Test 6EP1935-6MF01 Battery Module,True,True
561,SPM-COM-086,700008043,Cable  Profinet,Inovation Test,CAT 5 6XV1840 2AH10,Common Part,Electric,Inovation Test CAT 5 6XV1840 2AH10 Cable  Profinet,True,True
562,SPM-COM-087,700008044,Cable  Profinet,Inovation Test,CAT 5 6XV1840 2AH10,Common Part,Electric,Inovation Test CAT 5 6XV1840 2AH10 Cable  Profinet,True,True
563,SPM-COM-048,700004930,Busconnector,,6ES7972-0BA12-0XA0,Common Part,Electric,6ES7972-0BA12-0XA0 Busconnector,True,True
564,SPM-COM-049,700004931,Busconnector,,6ES7972-0BB12-0XA0,Common Part,Electric,6ES7972-0BB12-0XA0 Busconnector,True,True
565,SPM-COM-050,700004932,Busconnector,,6GK1 500-0FC10,Common Part,Electric,6GK1 500-0FC10 Busconnector,True,True
566,SPM-COM-035,700004917,Simatic S7,Inovation Test,6ES7 323-1BH01-OAAD,Common Part,Electric,Inovation Test 6ES7 323-1BH01-OAAD Simatic S7,True,True
567,SPM-COM-036,700004918,Connector Profinet,Inovation Test,17400251,Common Part,Electric,Inovation Test 17400251 Connector Profinet,False,True
568,SPM-COM-037,700004919,Cable  Profinet,Inovation Test,Type A CAT 5 6XV1840 2AH10,Common Part,Electric,Inovation Test Type A CAT 5 6XV1840 2AH10 Cable  Profinet,True,True
569,SPM-MC6-145,700005643,Analog Input Module,Siemens,6ES7 134-4GB11-0AB0,Coating,Electric,Siemens 6ES7 134-4GB11-0AB0 Analog Input Module,True,True
570,SPM-MC6-146,700005644,Analog Output Module,Siemens,6ES7 135-4GB01-0AB0,Coating,Electric,Siemens 6ES7 135-4GB01-0AB0 Analog Output Module,True,True
571,SPM-MC6-147,700005645,Digital  Input Module,Siemens,6ES7 131-4BD01-0AA0,Coating,Electric,Siemens 6ES7 131-4BD01-0AA0 Digital  Input Module,True,True
572,SPM-MC6-148,700005646,Digital  Output Module,Siemens,6ES7 132-4BD32-0AA0,Coating,Electric,Siemens 6ES7 132-4BD32-0AA0 Digital  Output Module,True,True
573,SPM-MC6-149,700005647,Relay Output Module,Siemens,6ES7 136-6RA00-0BF0,Coating,Electric,Siemens 6ES7 136-6RA00-0BF0 Relay Output Module,True,True
574,SPM-MC6-150,700005648,Power Supply,Siemens,6EP1334-2BA20,Coating,Electric,Siemens 6EP1334-2BA20 Power Supply,True,True
575,SPM-MC6-151,700005649,Interface Module,Siemens,6ES7 155-6AU01-0CN0,Coating,Electric,Siemens 6ES7 155-6AU01-0CN0 Interface Module,True,True
576,SPM-MC4-153,,Digital Input Module,Siemens,6ES7 136-6BA01-0CA0,,,Siemens 6ES7 136-6BA01-0CA0 Digital Input Module,True,True
577,SPM-WAS-037,700013643,Pressure Switch,JW Tech,DANFOSS KP1,Maintenance,Mechanical,JW Tech DANFOSS KP1 Pressure Switch,True,True
578,SPM-WAS-038,700013644,Pressure Switch,JW Tech,DANFOSS KP2,Maintenance,Mechanical,JW Tech DANFOSS KP2 Pressure Switch,True,True
579,SPM-DIS-010,700011505,Motor Agi R-115,Siemens,1LE0023-1CB23-4AB4 7.5KW,Slurry,Mechanical,Siemens 1LE0023-1CB23-4AB4 7.5KW Motor Agi R-115,True,True
580,SPM-MC6-180,700010641,Circulation Fan X-122,Siemens,1LE0023-1DB23-4AB4 11KW,Coating,Mechanical,Siemens 1LE0023-1DB23-4AB4 11KW Circulation Fan X-122,True,True
581,SPM-MC6-181,700010642,Circulation Fan X-112,Siemens,1LE0023-1EB43-4FB4 22KW,Coating,Mechanical,Siemens 1LE0023-1EB43-4FB4 22KW Circulation Fan X-112,True,True
582,SPM-TRN-021,700011465,Servo Motor,K Power Engineering,1FL6042-2AF21-1MA1,Coating,Electric,K Power Engineering 1FL6042-2AF21-1MA1 Servo Motor,True,True
583,SPM-TRN-022,700011466,PLC S7-1200,K Power Engineering,6ES7214-1AG40-0XB0,Coating,Electric,K Power Engineering 6ES7214-1AG40-0XB0 PLC S7-1200,True,True
584,SPM-TRN-023,700011467,Digital Input SM 1221,K Power Engineering,6ES7221-1BH32-0XB0,Coating,Electric,K Power Engineering 6ES7221-1BH32-0XB0 Digital Input SM 1221,True,True
585,SPM-TRN-024,700011468,Digital Output SM 1222,K Power Engineering,6ES7222-1HH32-0XB0,Coating,Electric,K Power Engineering 6ES7222-1HH32-0XB0 Digital Output SM 1222,True,True
586,SPM-TRN-025,700011469,SINAMIC V90 with ProfiNet 0.75kW,K Power Engineering,6LS3210-5FB10-8UF0,Coating,Electric,K Power Engineering 6LS3210-5FB10-8UF0 SINAMIC V90 with ProfiNet 0.75kW,True,True
587,SPM-STO-001,700013016,Motor,,1LE0021-1AB42-2FA4 2.2KW 4POLES 400VY 3Phase 50Hz,Slurry,Electric,1LE0021-1AB42-2FA4 2.2KW 4POLES 400VY 3Phase 50Hz Motor,True,True
588,SPM-COM-095,700012108,PLC,Keyence,KV-7500,Common Part,Electric,Keyence KV-7500 PLC,True,True
589,SPM-COM-096,700012109,I/O Unit,Keyence,KV-B8XTD,Common Part,Electric,Keyence KV-B8XTD I/O Unit,True,True
590,SPM-COM-097,700012150,Programmable Display,Keyence,VT5-W07,Common Part,Electric,Keyence VT5-W07 Programmable Display,True,True
591,SPM-COM-098,700012151,Ethernet Switch,Keyence,NE-Q05,Common Part,Electric,Keyence NE-Q05 Ethernet Switch,True,True
592,SPM-LSR-004,700012152,Laser Marker,Keyence,MD-X2500A,Common Part,Electric,Keyence MD-X2500A Laser Marker,True,True
593,SPM-MC6-132,,Area Safety Sensor,Keyence,GLR48H,,,Keyence GLR48H Area Safety Sensor,True,True
594,SPM-RHK-007,700005421,Retro-Reflective M12,Keyence,PR-G61CBD,Slurry,Electric,Keyence PR-G61CBD Retro-Reflective M12,True,True
595,SPM-RHK-016,700005430,Connector Cable M12,Keyence,OP-87635,Slurry,Electric,Keyence OP-87635 Connector Cable M12,True,True
596,SPM-RHK-010,700005424,Reflector R-2L,Keyence,OP-84219,Slurry,Other,Keyence OP-84219 Reflector R-2L,True,True
597,SPM-PRE-008,700005370,Area Sensor Bast ( T ),Keyence,PJ-50A,Coating,Electric,Keyence PJ-50A Area Sensor Bast ( T ),True,True
598,SPM-CLN-006,700004825,Photoelectric Sensor,Keyence,PZ-G5xN/G5xP,Coating,Electric,Keyence PZ-G5xN/G5xP Photoelectric Sensor,True,True
599,SPM-RHK-054,700012437,Bearing,SKF,SKF UCFL 204,Slurry,Mechanical,SKF SKF UCFL 204 Bearing,True,True
600,SPM-MC6-071,700005206,Standard Auxiliary Contact,Eaton,PKZM0-10,Coating,Electric,Eaton PKZM0-10 Standard Auxiliary Contact,True,True
601,SPM-MC6-002,700005144,Contactor,ETON,DILM7-01,Coating,Electric,ETON DILM7-01 Contactor,True,True
602,SPM-MC6-011,700005150,MICO Auxilary Circuit Switch,Murr Elektronik,46041-3.01-3.03,Coating,Electric,Murr Elektronik 46041-3.01-3.03 MICO Auxilary Circuit Switch,False,True
603,SPM-MC4-070,700005080,Inductive Proximity Switch,Micro Detector,IndMD-AC1/AP-3A,Coating,Electric,Micro Detector IndMD-AC1/AP-3A Inductive Proximity Switch,True,True
604,SPM-RHK-019,700005433,Fuse,Bussmann,170M1420,Slurry,Mechanical,Bussmann 170M1420 Fuse,True,True
605,SPM-WAS-025,700005574,Transmitter,Mettler Toledo,M200 1-Chanel 1/4 Din,Utility,Electric,Mettler Toledo M200 1-Chanel 1/4 Din Transmitter,True,True
606,SPM-MCY-052,700005307,Weight Transm. Precision ETIP,Mettler Toledo,ACT350,Coating,Electric,Mettler Toledo ACT350 Weight Transm. Precision ETIP,True,True
607,SPM-MCY-060,700005315,Cable 12p 5.0m.,Mettler Toledo,(M12f90 DN-Open) 30295821,Coating,Electric,Mettler Toledo (M12f90 DN-Open) 30295821 Cable 12p 5.0m.,True,True
608,SPM-MCY-057,700005312,Weighing Pan WKC Square Threaded SS EN,Mettler Toledo,30315518,Coating,Mechanical,Mettler Toledo 30315518 Weighing Pan WKC Square Threaded SS EN,False,True
609,SPM-MCY-065,700005320,Weight Module,Mettler Toledo,WKC6002C,Coating,Electric,Mettler Toledo WKC6002C Weight Module,True,True
610,SPM-WAS-022,700005553,Conductivity sensor,Mettler Toledo,58 031 404,Utility,Electric,Mettler Toledo 58 031 404 Conductivity sensor,False,True
611,SPM-WAS-019,700005504,ORP Sensor,Mettler Toledo,Easy Sensor ORP 41,Utility,Electric,Mettler Toledo Easy Sensor ORP 41 ORP Sensor,True,True
612,SPM-WAS-009,700005494,pH Sensor,Mettler,Easy Sensor pH32,Utility,Electric,Mettler Easy Sensor pH32 pH Sensor,True,True
613,SPM-WAS-013,700005498,Connection Cable,Mettler Toledo,Ak9/3m,Utility,Electric,Mettler Toledo Ak9/3m Connection Cable,True,True
614,SPM-WAS-034,700009894,Cable,Mettler Toledo,ISM 4Wire 25ft 7.6m,Utility,Other,Mettler Toledo ISM 4Wire 25ft 7.6m Cable,True,True
615,SPM-WAS-029,700006212,pH Sensor,Mettler Toledo,InPro4260i/SG/120 ISM,Utility,Mechanical,Mettler Toledo InPro4260i/SG/120 ISM pH Sensor,True,True
616,SPM-HEM-065,700005006,Unframad Mesh,Misimi,PMY18Y-M-330,Slurry,Other,Misimi PMY18Y-M-330 Unframad Mesh,True,True
617,SPM-MC6-058,700005194,Rubber Gripper,MISMI,RBZF-D22-V8-H7-G12-L19,Coating,Mechanical,MISMI RBZF-D22-V8-H7-G12-L19 Rubber Gripper,True,True
618,SPM-MC4-130,700005138,Economy Belt,Misumi,C-TTBN610T5-100,Coating,Mechanical,Misumi C-TTBN610T5-100 Economy Belt,True,True
619,SPM-MC4-131,700005139,Timing Belt T10,Misumi,TTBUV660T10-250,Coating,Mechanical,Misumi TTBUV660T10-250 Timing Belt T10,True,True
620,SPM-CLN-016,700005966,Speed Control Motor,Orientalmotor,USP560-2E2,Coating,Mechanical,Orientalmotor USP560-2E2 Speed Control Motor,True,True
621,SPM-MCY-133,700005964,Stopper Bolt M10,Misumi,UNBH10-60,Coating,Mechanical,Misumi UNBH10-60 Stopper Bolt M10,True,True
622,SPM-NAU-020,700009645,Rotary Joint,SHOWA GIKEN,ASP-1-10A,Slurry,Mechanical,SHOWA GIKEN ASP-1-10A Rotary Joint,True,True
623,SPM-STM-006,700009817,X-Axis Atage,,XSLC60,Coating,Mechanical,XSLC60 X-Axis Atage,True,True
624,SPM-LIG-001,700005029,Rollers,Misumi,MICRO-122-200,Coating,Electric,Misumi MICRO-122-200 Rollers,True,True
625,SPM-LIG-002,700005030,Slim panel,Misumi,PN0025 ROUND,Coating,Electric,Misumi PN0025 ROUND Slim panel,True,True
626,SPM-MC4-068,700005078,Rubber Gripper,Misumi,RBZC-D22-V8-H7-G12-L19,Coating,Rubber,Misumi RBZC-D22-V8-H7-G12-L19 Rubber Gripper,True,True
627,SPM-COB-065,700004867,Belt,Misumi,HTBN400S5M-150,Coating,Mechanical,Misumi HTBN400S5M-150 Belt,True,True
628,SPM-COB-066,700004868,Belt,Misumi,HTBN288S3M-150,Coating,Mechanical,Misumi HTBN288S3M-150 Belt,True,True
629,SPM-COB-035,700004852,Support Unit Bearing,Misumi,BRWN15,Coating,Mechanical,Misumi BRWN15 Support Unit Bearing,True,True
630,SPM-COB-036,700004853,AB Softber,Misumi,FL-1620H,Coating,Mechanical,Misumi FL-1620H AB Softber,True,True
631,SPM-COB-037,700004854,Free Joint,CKD,FJ-L-129716G,Coating,Mechanical,CKD FJ-L-129716G Free Joint,True,True
632,SPM-COB-045,700004858,Ball Screw,Misumi,BSSE2010L-500-KC15,Coating,Mechanical,Misumi BSSE2010L-500-KC15 Ball Screw,True,True
633,SPM-COM-042,700004924,Limit Switch,,WLCA12-N,Common Part,Electric,WLCA12-N Limit Switch,True,True
634,SPM-DIS-004,700004943,Solenoid valve,SMC,SY5120-5DZ-01,Slurry,Pneumatic & Hydraulic,SMC SY5120-5DZ-01 Solenoid valve,True,True
635,SPM-COB-088,700004887,LM Guide Block,THK,SSR20XV1 (GK) BLOCK,Coating,Mechanical,THK SSR20XV1 (GK) BLOCK LM Guide Block,True,True
636,SPM-DIS-007,700004946,Cylinder,SMC,CM2E20-50Z,Slurry,Pneumatic & Hydraulic,SMC CM2E20-50Z Cylinder,True,True
637,SPM-COM-016,700004899,Pin Lock Clean Skin,Misumi,GDX10LW-6-SUS,Common Part,Mechanical,Misumi GDX10LW-6-SUS Pin Lock Clean Skin,True,True
638,SPM-COM-024,700004907,Solenoid Valve,SMC,VXZ242FG 15mm.,Common Part,Pneumatic & Hydraulic,SMC VXZ242FG 15mm. Solenoid Valve,True,True
639,SPM-COM-025,700004908,Solenoid Valve,SMC,VXZ262KZ2G 25mm.,Common Part,Pneumatic & Hydraulic,SMC VXZ262KZ2G 25mm. Solenoid Valve,True,True
640,SPM-COM-033,700004915,Regulator,SMC,AR20-N01B-Z-A,Common Part,Mechanical,SMC AR20-N01B-Z-A Regulator,True,True
641,SPM-COB-032,700004850,Lenior Guide,Misumi,SX2R24G-460,Coating,Mechanical,Misumi SX2R24G-460 Lenior Guide,True,True
642,SPM-RHK-009,700005423,Limit Switch,Omron,D4B-4170N,Slurry,Electric,Omron D4B-4170N Limit Switch,True,True
643,SPM-RHK-006,700005420,Photoelectric Switch,Omron,E3Z-T81 2M,Slurry,Electric,Omron E3Z-T81 2M Photoelectric Switch,True,True
644,SPM-NAU-009,700005354,Regulator,SMC,AW40-O4BDG-B,Slurry,Pneumatic & Hydraulic,SMC AW40-O4BDG-B Regulator,True,True
645,SPM-MCY-008,700005271,Linear Bush,Misumi,LMK 20LUU,Coating,Mechanical,Misumi LMK 20LUU Linear Bush,True,True
646,SPM-MCY-010,700005273,Linear Bush,Misumi,LMF 30UU,Coating,Mechanical,Misumi LMF 30UU Linear Bush,True,True
647,SPM-MCY-011,700005274,Linear Bush,Misumi,LMF 20UU,Coating,Mechanical,Misumi LMF 20UU Linear Bush,True,True
648,SPM-MCY-012,700005275,Linear Bush,Misumi,LMF 50LUU,Coating,Mechanical,Misumi LMF 50LUU Linear Bush,True,True
649,SPM-MCY-013,700005276,Linear Bush,Misumi,LMF 40UU,Coating,Mechanical,Misumi LMF 40UU Linear Bush,True,True
650,SPM-MC6-069,700005204,Sanitary Fiting Seal,Misumi,SNGSF1.5S,Coating,Mechanical,Misumi SNGSF1.5S Sanitary Fiting Seal,True,True
651,SPM-MC6-187,700012860,Rubber Gripper Dia.30,Misumi,RBXA-D30-L16-V19,Coating,Mechanical,Misumi RBXA-D30-L16-V19 Rubber Gripper Dia.30,True,True
652,SPM-MC6-186,700012862,Rubber Gripper Dia.35,Misumi,RBXN-D35-L16-V19,Coating,Mechanical,Misumi RBXN-D35-L16-V19 Rubber Gripper Dia.35,True,True
653,SPM-RHK-051,700011511,Linear Bushing,Misumi,LMH20,Slurry,Mechanical,Misumi LMH20 Linear Bushing,True,True
654,SPM-STM-007,700010693,Single Axis Stage,Misumi,XWG90,Coating,Mechanical,Misumi XWG90 Single Axis Stage,True,True
655,SPM-TRN-008,700011442,Timing Belts S8M,Misumi,C-HTBN816S8M-250,Coating,Mechanical,Misumi C-HTBN816S8M-250 Timing Belts S8M,True,True
656,SPM-TRN-009,700011443,Linear Guide,Misumi,C-ELGW25-340,Coating,Mechanical,Misumi C-ELGW25-340 Linear Guide,True,True
657,SPM-TRN-010,700011444,Linear Guide Block,Misumi,C-ELGWB25,Coating,Mechanical,Misumi C-ELGWB25 Linear Guide Block,True,True
658,SPM-TRN-011,700011445,Linear Guide,Misumi,C-HLGWHA30-1350-B2-1,Coating,Mechanical,Misumi C-HLGWHA30-1350-B2-1 Linear Guide,True,True
659,SPM-TRN-012,700011446,Linear Guide Block,Misumi,C-HLGWHAB30,Coating,Mechanical,Misumi C-HLGWHAB30 Linear Guide Block,True,True
660,SPM-TRN-013,700011447,Linear Bush,Misumi,C-LMH25UU,Coating,Mechanical,Misumi C-LMH25UU Linear Bush,True,True
661,SPM-TRN-014,700011448,Flanged Linear Bush,Misumi,LHMSWMF25L,Coating,Mechanical,Misumi LHMSWMF25L Flanged Linear Bush,True,True
662,SPM-TRN-015,700011449,Special Foam Polyurethane,Misumi,SOFRASA-325-50-5,Coating,Rubber,Misumi SOFRASA-325-50-5 Special Foam Polyurethane,True,True
663,SPM-COB-083,700004882,AC Servo Motor,,HG-KR43B,Coating,Mechanical,HG-KR43B AC Servo Motor,True,True
664,SPM-COB-084,700004883,ENCODER CABLE,NETZSCH,SC-HAJ3ENM1C03 M+A1,Coating,Mechanical,NETZSCH SC-HAJ3ENM1C03 M+A1 ENCODER CABLE,True,True
665,SPM-COB-085,700004884,AMPLIFIER SLIDE,NETZSCH,SC-J2SJ4CSET-01,Coating,Mechanical,NETZSCH SC-J2SJ4CSET-01 AMPLIFIER SLIDE,True,True
666,SPM-COB-086,700004885,Motor Side Power,Mitsubishi,SC-J2SJ4PWBK-1C03M-A1,Coating,Mechanical,Mitsubishi SC-J2SJ4PWBK-1C03M-A1 Motor Side Power,True,True
667,SPM-COB-087,700004886,Servo Amplifier,Mitsubishi,MR-J4-40A,Coating,Mechanical,Mitsubishi MR-J4-40A Servo Amplifier,True,True
668,SPM-COB-018,700004842,AC Servo Motor,Mitsubishi,HC-MF43,Coating,Electric,Mitsubishi HC-MF43 AC Servo Motor,True,True
669,SPM-COB-019,700004843,Sequencer Power Unit,Mitsubishi,A1S61PN,Coating,Electric,Mitsubishi A1S61PN Sequencer Power Unit,True,True
670,SPM-COB-020,700004844,Sequencer Output Unit,Mitsubishi,A1SY40,Coating,Electric,Mitsubishi A1SY40 Sequencer Output Unit,True,True
671,SPM-COB-021,700004845,Sequencer Output Unit,Mitsubishi,A1SY41,Coating,Electric,Mitsubishi A1SY41 Sequencer Output Unit,True,True
672,SPM-COB-022,700004846,Position Unit,Mitsubishi,A1SD75-P2-S3,Coating,Electric,Mitsubishi A1SD75-P2-S3 Position Unit,True,True
673,SPM-COB-023,700004847,D/A Unit,Mitsubishi,A1S60DA,Coating,Electric,Mitsubishi A1S60DA D/A Unit,True,True
674,SPM-COB-026,700004848,CPU Unit,Mitsubishi,A2USHCPU-S1,Coating,Electric,Mitsubishi A2USHCPU-S1 CPU Unit,True,True
675,SPM-COB-031,700004849,Servo Amplifile,Mitsubishi,MR-J2S-40B,Coating,Electric,Mitsubishi MR-J2S-40B Servo Amplifile,True,True
676,SPM-COB-015,700004840,AC Servo Amplifier,Mitsubishi,MR-J2S-40A,Coating,Electric,Mitsubishi MR-J2S-40A AC Servo Amplifier,True,True
677,SPM-WAS-001,700005486,Magnetic Contactor,Mitsubishi,S-T10,Utility,Mechanical,Mitsubishi S-T10 Magnetic Contactor,True,True
678,SPM-DUS-003,700011241,Filter Cartridge,Morerich,OD324 x ID213 x H660 mm.,Utility,Other,Morerich OD324 x ID213 x H660 mm. Filter Cartridge,True,True
679,SPM-DUS-004,700011235,Pocket Filter,Morerich,T1000 W250xL570xH470 mm.,Coating,Other,Morerich T1000 W250xL570xH470 mm. Pocket Filter,True,True
680,SPM-MC4-164,700012022,Pocket bag filter,Morerich,W287MMxH287MMxD381mm,Coating,Mechanical,Morerich W287MMxH287MMxD381mm Pocket bag filter,True,True
681,SPM-MC4-165,700012023,Pocket bag filter,U Source,W592MMxH592MMxD381mm,Coating,Mechanical,U Source W592MMxH592MMxD381mm Pocket bag filter,True,True
682,SPM-RHK-001,700005415,SCR,Advanced Energy,Thyro-A 1A 400-100 HRLP3,Slurry,Electric,Advanced Energy Thyro-A 1A 400-100 HRLP3 SCR,True,True
683,SPM-DUS-001,700004949,Filter Bag,Nederman,PTFE/PTFE754MPS CS30,Utility,Mechanical,Nederman PTFE/PTFE754MPS CS30 Filter Bag,True,True
684,SPM-HEM-084,700005023,Switch Amplifier,Netzsch,KFD2-SR2-Ex2.W (No.132960),Slurry,Electric,Netzsch KFD2-SR2-Ex2.W (No.132960) Switch Amplifier,True,True
685,SPM-HEM-046,700004987,Centering,Netzsch,140013190,Slurry,Mechanical,Netzsch 140013190 Centering,False,True
686,SPM-HEM-047,700004988,Flat Seal,Netzsch,,Slurry,Rubber,Netzsch Flat Seal,False,True
687,SPM-HEM-048,700004989,"Gap Tube 0,6",Netzsch,140013189,Slurry,Mechanical,"Netzsch 140013189 Gap Tube 0,6",False,True
688,SPM-HEM-049,700004990,Grinding Disc (NETZSCH),Netzsch,140002223,Slurry,Mechanical,Netzsch 140002223 Grinding Disc (NETZSCH),False,True
689,SPM-HEM-044,700004985,RFID for DCS,Turck,TN-M30-H1147,Slurry,Electric,Turck TN-M30-H1147 RFID for DCS,True,True
690,SPM-HEM-026,700004967,O-Ring,Netzsch,516697,Slurry,Mechanical,Netzsch 516697 O-Ring,False,True
691,SPM-HEM-027,700004968,O-Ring,Netzsch,517220,Slurry,Mechanical,Netzsch 517220 O-Ring,False,True
692,SPM-HEM-028,700004969,O-Ring,Netzsch,517453,Slurry,Mechanical,Netzsch 517453 O-Ring,False,True
693,SPM-HEM-029,700004970,O-Ring,Netzsch,516960,Slurry,Mechanical,Netzsch 516960 O-Ring,False,True
694,SPM-HEM-030,700004971,O-Ring,Netzsch,517553,Slurry,Mechanical,Netzsch 517553 O-Ring,False,True
695,SPM-HEM-031,700004972,O-Ring,Netzsch,517155,Slurry,Mechanical,Netzsch 517155 O-Ring,False,True
